category_list,funding_total_usd,country_code,state_code,funding_rounds,target,founded_year,first_funding_year,last_funding_year
Apps,964997.0,USA,AZ,3,1,2014.0,2014.0,2015
Analytics,746000.0,USA,CA,3,1,2006.0,2009.0,2012
Apps,1750000.0,USA,VA,2,1,2011.0,2011.0,2012
Finance Technology,1700000.0,GBR,I2,1,0,2011.0,2012.0,2012
Advertising,1200000.0,USA,NY,2,1,2011.0,2011.0,2012
unknown,2000000.0,USA,NY,1,1,2010.0,2003.0,2003
Analytics,300000.0,USA,CA,1,1,2015.0,2015.0,2015
Online Rental,270820.0,ESP,60,1,1,2010.0,2014.0,2014
Software,55398.0,,,1,1,2010.0,2014.0,2014
Apps,2000000.0,USA,NY,1,1,2012.0,2012.0,2012
Advertising,1815000.0,USA,IL,3,1,2009.0,2009.0,2012
Babies,2000000.0,ISR,6,1,1,2011.0,2011.0,2011
Software,429032.0,USA,GA,1,1,2010.0,2012.0,2012
Flash Storage,6000000.0,USA,VA,1,1,2010.0,2008.0,2008
App Discovery,1299787.0,USA,WA,3,1,2009.0,2009.0,2015
Enterprise Software,9600000.0,USA,WA,2,0,2007.0,2009.0,2012
Android,2525563.0,USA,CA,5,1,2010.0,2010.0,2013
Apps,2000000.0,USA,CA,1,1,2011.0,2011.0,2011
Databases,380000.0,USA,TX,3,1,2014.0,2014.0,2015
Developer APIs,600000.0,USA,CA,2,0,2010.0,2010.0,2010
Analytics,22500000.0,USA,NY,4,1,2011.0,2011.0,2014
Mobile,1000000.0,,,1,1,2012.0,2012.0,2012
Enterprise Software,350000.0,USA,CA,1,1,2010.0,2012.0,2012
Analytics,6500000.0,USA,NY,1,1,2011.0,2012.0,2012
Android,1500000.0,AUS,7,1,1,2010.0,2014.0,2014
Advertising Exchanges,7400000.0,USA,NH,2,1,2014.0,2014.0,2015
Enterprise Software,87900000.0,USA,CA,9,1,2006.0,2008.0,2015
Android,4000000.0,USA,CA,1,1,2007.0,2010.0,2010
Curated Web,750000.0,CHN,22,1,1,2011.0,2011.0,2011
Information Technology,7500000.0,USA,CA,1,1,2013.0,2014.0,2014
Government Innovation,1100000.0,USA,NM,1,1,2009.0,2015.0,2015
Marketing Automation,10000000.0,CHN,23,1,1,2014.0,2015.0,2015
Apps,22623720.0,USA,TX,5,1,2010.0,2010.0,2015
Cloud Computing,11600000.0,USA,IA,4,1,2008.0,2009.0,2014
E-Commerce,100.0,,,1,1,2014.0,2013.0,2013
Productivity Software,1200000.0,USA,MA,1,1,2013.0,2014.0,2014
Software,250000.0,USA,IL,1,1,2013.0,2014.0,2014
Apps,245750000.0,USA,CA,6,1,2009.0,2011.0,2015
Advertising,5265646.0,KOR,11,2,1,2010.0,2012.0,2013
Enterprise Software,14000000.0,USA,NY,3,1,2012.0,2011.0,2015
Software,1500000.0,IND,19,1,1,2013.0,2014.0,2014
Application Performance Monitoring,364500000.0,USA,CA,7,1,2008.0,2008.0,2015
Brand Marketing,9400000.0,GBR,H9,2,1,2013.0,2013.0,2014
B2B,7267800.0,SWE,26,1,1,2001.0,2006.0,2006
Hospitality,161947.0,ITA,14,3,0,2013.0,2013.0,2014
Information Technology,564682.0,FIN,13,1,1,2015.0,2015.0,2015
Internet,1000000.0,USA,CA,1,1,2010.0,2015.0,2015
Big Data Analytics,1800000.0,HKG,,2,1,2014.0,2015.0,2015
Apps,300000.0,,,1,1,2014.0,2014.0,2014
Apps,550000.0,USA,PA,2,1,2009.0,2011.0,2014
Mobile,20000.0,ZAF,,1,1,2010.0,2012.0,2012
Application Performance Monitoring,2916745.0,USA,CA,2,1,2012.0,2012.0,2014
Enterprise Software,20000000.0,HKG,,1,1,2000.0,2007.0,2007
Mobile,60000.0,RUS,53,1,0,2012.0,2013.0,2013
Android,39400000.0,USA,MA,6,1,2009.0,2009.0,2015
Analytics,500000.0,GBR,H9,2,1,2010.0,2013.0,2014
Local Businesses,120000.0,USA,WA,3,1,2012.0,2012.0,2013
Delivery,2000000.0,GBR,E6,1,1,2008.0,2011.0,2011
iPhone,40000.0,USA,FL,1,1,2010.0,2013.0,2013
Android,65000.0,USA,NY,1,1,2009.0,2009.0,2009
Mobile,125000.0,USA,NY,2,1,2014.0,2014.0,2015
Games,16574.0,,,1,1,2010.0,2013.0,2013
unknown,2000000.0,USA,CA,1,1,2010.0,2012.0,2012
Computers,2000000.0,,,1,1,2010.0,2011.0,2011
Analytics,20025000.0,USA,NY,6,1,2009.0,2009.0,2015
Analytics,4100000.0,USA,MD,1,1,2005.0,2005.0,2005
Real Estate,30000000.0,USA,CA,2,1,2006.0,2008.0,2009
App Stores,25000.0,RUS,48,2,1,2014.0,2015.0,2015
Mobile,8300000.0,USA,GA,1,1,2010.0,2003.0,2003
Advertising,2200000.0,ISR,5,3,1,2011.0,2013.0,2014
Cloud Computing,7000000.0,USA,CA,1,1,2013.0,2015.0,2015
Apps,15000.0,UGA,37,1,1,2008.0,2009.0,2009
Meeting Software,3180000.0,SWE,28,1,1,2002.0,2006.0,2006
iOS,15000.0,CAN,ON,1,1,2012.0,2013.0,2013
App Stores,13500000.0,FRA,A8,1,1,2010.0,2013.0,2013
Android,3500000.0,USA,CA,2,1,2010.0,2012.0,2014
Web Hosting,2000000.0,USA,CA,1,1,2011.0,2011.0,2011
Apps,345000.0,USA,WA,1,1,2010.0,2015.0,2015
Mobile,1800000.0,CAN,ON,1,1,2011.0,2012.0,2012
Advertising,44250000.0,USA,NC,8,1,2008.0,2008.0,2013
Application Platforms,47499994.0,USA,VA,2,1,1999.0,2008.0,2014
Health Care Information Technology,1080000.0,USA,MD,2,1,2014.0,2014.0,2015
Analytics,29000000.0,TWN,3,2,1,2012.0,2014.0,2015
Entrepreneur,2000000.0,BRA,2,1,1,2012.0,2012.0,2012
Development Platforms,318627.0,CAN,QC,1,1,2011.0,2012.0,2012
Application Platforms,15500000.0,USA,NY,2,1,2010.0,2003.0,2004
Big Data,1231629.0,BEL,8,2,1,2014.0,2015.0,2015
Mobile,600000.0,USA,CA,2,1,2014.0,2014.0,2015
Advertising Platforms,1200000.0,USA,CA,1,1,2011.0,2013.0,2013
Opinions,5600000.0,USA,NY,3,1,2008.0,2011.0,2013
Cyber Security,2300000.0,USA,MA,1,1,2015.0,2015.0,2015
Mobile,2250000.0,GBR,J8,4,1,2011.0,2013.0,2015
Automated Kiosk,6000000.0,SGP,,1,1,2012.0,2014.0,2014
iOS,200000.0,RUS,,1,0,2010.0,2013.0,2013
Mobile,200000.0,USA,CA,1,1,2012.0,2012.0,2012
Software,12000000.0,USA,MA,1,1,2001.0,2003.0,2003
Cloud Computing,111700000.0,USA,CA,5,1,2006.0,2008.0,2015
Analytics,47697751.0,USA,MO,7,1,2001.0,2005.0,2015
Apps,2000000.0,USA,CO,1,1,2012.0,2014.0,2014
Apps,500000.0,USA,CA,1,1,2013.0,2014.0,2014
Application Platforms,41250.0,,,1,0,2010.0,2015.0,2015
Application Platforms,6034050.0,SWE,27,1,1,1992.0,2004.0,2004
E-Commerce,2000000.0,ISR,,1,0,2010.0,2013.0,2013
Curated Web,715000.0,USA,CA,3,1,2007.0,2007.0,2009
Mobile,19900.0,SGP,,2,1,2014.0,2014.0,2014
Software,10000000.0,IND,2,1,1,2001.0,2006.0,2006
Design,2000000.0,VNM,,1,1,2015.0,2015.0,2015
Apps,1100000.0,SWE,28,1,1,2011.0,2014.0,2014
App Marketing,2000000.0,DEU,16,1,1,2015.0,2014.0,2014
Enterprise Software,401500.0,ISR,2,3,1,2012.0,2012.0,2013
Software,2206000.0,USA,OH,4,1,2009.0,2010.0,2015
Analytics,80800000.0,USA,MA,6,1,2007.0,2006.0,2014
Cloud Computing,802366.0,GBR,H9,1,1,2009.0,2011.0,2011
Computers,250000.0,USA,CA,1,1,1976.0,1977.0,1977
Education,150000.0,USA,NY,1,1,2007.0,2013.0,2013
Consumer Electronics,100000.0,USA,MO,1,1,2014.0,2015.0,2015
Consumer Electronics,2000000.0,USA,NV,1,1,2005.0,2015.0,2015
Software,947032.0,GBR,H9,1,1,2010.0,2013.0,2013
Education,5600000.0,IND,7,2,1,2008.0,2013.0,2015
Fashion,50000.0,USA,CA,1,1,2014.0,2014.0,2014
Financial Services,37770000.0,USA,CA,3,1,2013.0,2014.0,2015
Customer Service,25000000.0,USA,WI,1,1,1889.0,2015.0,2015
Mobile,2000000.0,,,1,1,2010.0,2011.0,2011
Delivery,14000000.0,USA,CA,1,1,2010.0,2000.0,2000
Application Platforms,122000.0,,,2,0,2015.0,2015.0,2015
Mobile,1000000.0,ISR,2,2,1,2011.0,2011.0,2013
Social Television,10500000.0,ISR,5,5,1,2009.0,2012.0,2015
Information Technology,549964.0,IND,7,1,1,2014.0,2015.0,2015
Enterprise Software,1000000.0,GBR,P3,1,1,2009.0,2012.0,2012
Software,596000.0,,,1,0,2010.0,2006.0,2006
Cloud Computing,18000.0,USA,CO,1,1,2006.0,2008.0,2008
Software,17000000.0,USA,NY,2,1,2001.0,2004.0,2006
Business Services,2000000.0,USA,NY,1,1,2009.0,2010.0,2010
Biotechnology,8250080.0,USA,CA,2,1,2008.0,2012.0,2012
Biotechnology,505200.0,USA,MA,1,1,2013.0,2015.0,2015
Biotechnology,2000000.0,DNK,21,1,1,2010.0,2010.0,2010
Biotechnology,250000.0,USA,UT,1,1,2010.0,2012.0,2012
Manufacturing,2142961.0,USA,CA,5,1,2013.0,2014.0,2015
Biotechnology,2000000.0,HUN,8,1,1,2010.0,2013.0,2013
Clean Technology,2000000.0,USA,CA,1,1,2007.0,2014.0,2014
Software,200000.0,USA,PA,1,1,2010.0,2006.0,2006
Credit,50000000.0,USA,NY,1,1,2010.0,2015.0,2015
Entertainment,2000000.0,USA,FL,1,1,2014.0,2015.0,2015
Security,25838556.0,USA,NY,8,1,2010.0,2010.0,2014
Biotechnology,78050000.0,USA,FL,5,1,2009.0,2003.0,2012
Advertising,30300000.0,USA,CA,3,0,2002.0,2005.0,2008
Biotechnology,4000000.0,ISR,4,1,1,2006.0,2010.0,2010
Hardware + Software,1358979.0,USA,PA,3,0,2003.0,2006.0,2012
Human Resources,2000000.0,IND,36,1,1,2013.0,2015.0,2015
Analytics,2000000.0,NGA,11,3,1,2008.0,2008.0,2011
Manufacturing,10750000.0,USA,CA,2,1,2010.0,2005.0,2010
Manufacturing,12500000.0,USA,NY,2,1,2010.0,2013.0,2014
Technology,1000000.0,USA,NY,1,1,2002.0,2002.0,2002
Nanotechnology,370356.0,CAN,AB,2,1,2002.0,2012.0,2013
Chemicals,750003.0,USA,NY,1,1,2010.0,2008.0,2008
Semiconductors,45319939.0,USA,TX,3,1,1997.0,2007.0,2012
Software,154000000.0,USA,VA,2,1,1999.0,2006.0,2013
Biotechnology,72999993.0,USA,CA,3,1,2006.0,2012.0,2013
Manufacturing,49770145.0,USA,CA,5,0,2007.0,2007.0,2012
Electric Vehicles,161211.161544331,ITA,7,1,1,2013.0,2015.0,2015
Concentrated Solar Power,40000000.0,IND,7,1,1,2008.0,2015.0,2015
unknown,28000000.0,,,1,1,2010.0,2007.0,2007
Biotechnology,4520763.0,USA,CA,2,1,2008.0,2010.0,2013
Semiconductors,5933707.0,GBR,J6,1,1,2010.0,2011.0,2011
Hardware + Software,5935201.0,USA,VA,2,1,2003.0,2011.0,2012
Medical,2000000.0,USA,,1,1,2002.0,2011.0,2011
Advertising,6000000.0,FIN,13,2,1,2008.0,2011.0,2012
Advertising,20000000.0,DEU,16,1,1,2012.0,2013.0,2013
Mobile,2000000.0,SWE,27,1,1,2012.0,2013.0,2013
Software,2460000.0,DEU,2,1,1,2010.0,2005.0,2005
Enterprise Software,4000000.0,USA,IL,1,1,1998.0,2005.0,2005
Software,2500000.0,ISR,5,1,1,2010.0,2014.0,2014
Apps,63000.0,USA,OH,1,1,2012.0,2013.0,2013
Enterprise Software,4807850.0,,,2,1,2010.0,2010.0,2011
Application Performance Monitoring,462166.194963709,FIN,13,1,1,2012.0,2013.0,2013
Enterprises,160000.0,JOR,16,1,1,2010.0,2013.0,2013
Mobile,7000000.0,USA,NY,1,1,2013.0,2015.0,2015
Mobile,1286600.0,,,1,1,2014.0,2014.0,2014
Ad Targeting,4020000.0,USA,CA,2,1,2012.0,2013.0,2014
Finance,1000000.0,,,1,1,2010.0,2012.0,2012
EdTech,34330.0,GBR,H9,1,1,2013.0,2014.0,2014
Colleges,100000.0,USA,MA,1,1,2012.0,2013.0,2013
Enterprise Software,125000.0,USA,NY,1,1,2013.0,2013.0,2013
Education,98000.0,USA,NH,2,1,2012.0,2013.0,2013
Analytics,90000.0,USA,CA,1,1,2013.0,2014.0,2014
Mobile,15200000.0,USA,CA,1,1,2012.0,2015.0,2015
Android,1000000.0,SGP,,1,1,2010.0,2010.0,2010
Enterprises,3000000.0,USA,CA,2,1,2012.0,2012.0,2013
Android,9402703.0,USA,NY,3,1,2006.0,2009.0,2015
Events,2000000.0,ISR,5,1,1,2012.0,2013.0,2013
Application Performance Monitoring,55799998.0,USA,MA,5,1,2011.0,2007.0,2013
Advertising,288171856.0,USA,NY,8,1,2007.0,2007.0,2015
Mobile,2000000.0,USA,WA,1,1,2012.0,2013.0,2013
Cloud Computing,11700000.0,USA,CA,3,1,2006.0,2009.0,2012
Android,50000.0,USA,MO,1,1,2012.0,2015.0,2015
Apps,1500000.0,,,1,1,2014.0,2015.0,2015
Android,3460000.0,USA,CA,3,1,2015.0,2014.0,2015
Art,20000.0,,,1,1,2012.0,2014.0,2014
Mobile,2000000.0,PAK,4,1,1,2010.0,2014.0,2014
Email Marketing,265509.0,GBR,U8,1,1,2012.0,2014.0,2014
Curated Web,800000.0,USA,GA,1,1,2009.0,2009.0,2009
Software,360000.0,AUS,4,2,1,2011.0,2012.0,2012
Online Scheduling,2000000.0,IND,35,1,1,2006.0,2014.0,2014
Apps,2569000.0,USA,IL,2,1,2009.0,2009.0,2011
Big Data,1500000.0,USA,CA,1,1,2013.0,2015.0,2015
Mobile,8700000.0,USA,CA,3,1,2011.0,2011.0,2014
B2B,50000.0,USA,TX,2,0,2015.0,2015.0,2015
Consumers,2000000.0,VNM,,1,1,2011.0,2014.0,2014
Apps,1800000.0,ISR,5,2,1,2010.0,2012.0,2013
Software,55000.0,USA,CA,1,1,2012.0,2013.0,2013
All Students,2000000.0,BRA,15,1,1,2010.0,2015.0,2015
Apps,2000000.0,USA,CA,1,0,2009.0,2010.0,2010
Advertising,700000.0,USA,CA,1,1,2010.0,2011.0,2011
E-Commerce,800000.0,USA,CA,1,0,2007.0,2007.0,2007
Cloud Computing,56000000.0,USA,NY,4,1,2007.0,2009.0,2015
EdTech,1500000.0,USA,ND,2,1,2011.0,2013.0,2015
Mobile,31500000.0,USA,CA,4,1,2004.0,2006.0,2010
Software,11000000.0,USA,KY,2,1,2010.0,2007.0,2010
Security,25000000.0,USA,CA,2,1,2013.0,2014.0,2015
Advertising,364742.0,SWE,26,2,1,2011.0,2014.0,2015
Security,750000.0,ISR,4,1,1,2004.0,2006.0,2006
Enterprise Software,63000000.0,USA,VA,9,1,2001.0,2002.0,2009
Advertising,2000000.0,DEU,4,2,1,2008.0,2010.0,2011
Consumers,2400000.0,IDN,4,1,1,2010.0,2013.0,2013
Games,40000.0,USA,NJ,1,0,2009.0,2010.0,2010
unknown,2000000.0,,,1,1,2010.0,2013.0,2013
Mobile,690000.0,RUS,48,3,1,2011.0,2012.0,2015
CRM,200000.0,FRA,B6,1,1,2012.0,2013.0,2013
E-Commerce,500000.0,USA,FL,1,1,2010.0,2011.0,2011
Android,3455250.0,ITA,15,3,1,2010.0,2011.0,2014
Big Data,2000000.0,USA,CA,1,1,2012.0,2012.0,2012
Mobile,40000.0,USA,NY,2,1,2010.0,2012.0,2014
Apps,7000000.0,USA,CA,2,0,2006.0,2007.0,2009
Application Platforms,2000000.0,FRA,A8,1,1,2014.0,2014.0,2014
Cloud Computing,500000.0,NOR,13,1,1,2013.0,2013.0,2013
Software,20900000.0,IND,16,2,1,2008.0,2014.0,2015
Enterprise Software,2000000.0,USA,FL,1,1,2015.0,2015.0,2015
Software,2000000.0,,,1,1,2011.0,2012.0,2012
Mobile,3000000.0,ISR,5,2,1,2012.0,2013.0,2014
Finance,118000.0,USA,MA,1,1,2012.0,2012.0,2012
Enterprise Software,70978783.0,USA,NY,2,1,1996.0,2011.0,2012
Advertising,8699999.0,FRA,A8,4,1,2009.0,2010.0,2015
Advertising,27100000.0,ISR,5,3,1,2011.0,2012.0,2015
Enterprise Software,4566668.0,USA,AZ,4,1,2010.0,2013.0,2015
Android,250000.0,BEL,8,2,1,2011.0,2011.0,2012
Enterprise Software,783603.0,GBR,V2,2,1,2010.0,2010.0,2011
Apps,32090.0,GBR,H9,1,1,2010.0,2011.0,2011
Developer Tools,2015000.0,USA,WA,3,1,2012.0,2012.0,2015
Apps,150000.0,,,1,1,2011.0,2011.0,2011
Games,1900000.0,RUS,,1,0,2010.0,2012.0,2012
Android,10000.0,NPL,,1,1,2010.0,2013.0,2013
Analytics,28000.0,USA,CA,1,1,2010.0,2013.0,2013
App Marketing,1925000.0,USA,CA,1,1,2004.0,2015.0,2015
Analytics,2000000.0,USA,CA,1,1,2013.0,2013.0,2013
Advertising,2000000.0,USA,CA,1,1,2011.0,2012.0,2012
Android,30000.0,USA,CA,1,1,2011.0,2011.0,2011
DIY,329500.0,SWE,28,1,1,2012.0,2014.0,2014
Advertising,13329915.0,USA,NY,4,0,2008.0,2008.0,2012
Mobile,1500000.0,USA,CA,2,1,2011.0,2012.0,2013
SaaS,288277.0,,,2,0,2010.0,2013.0,2013
Apps,1155000.0,USA,CA,2,1,2010.0,2010.0,2011
Advertising,200000.0,IND,16,1,1,2011.0,2012.0,2012
Software,2000000.0,USA,OK,1,1,2010.0,2011.0,2011
All Markets,10671168.0,USA,VA,5,1,2008.0,2008.0,2014
Mobile,615000.0,USA,CA,1,1,2006.0,2015.0,2015
Education,250000.0,USA,AR,1,1,2013.0,2015.0,2015
Android,6515000.0,USA,WA,4,1,2011.0,2012.0,2014
Advertising,30240000.0,USA,CA,3,1,2001.0,2007.0,2010
Mobile,1700000.0,USA,CA,3,1,2011.0,2012.0,2014
Application Platforms,800000.0,USA,CO,1,1,2014.0,2014.0,2014
Security,6250000.0,USA,CA,1,1,2011.0,2012.0,2012
Android,618000.0,USA,OR,2,1,2012.0,2012.0,2013
Art,282355.0,USA,AR,2,1,2012.0,2010.0,2014
unknown,2000000.0,,,1,1,2015.0,2012.0,2012
Enterprise Software,6100000.0,USA,CA,4,1,2013.0,2013.0,2015
Corporate IT,136000000.0,USA,WA,7,1,2007.0,2007.0,2014
Construction,40000000.0,,,1,1,2010.0,2004.0,2004
Apps,1350000.0,USA,TX,3,1,2012.0,2013.0,2014
Apps,1767000.0,USA,MA,8,1,2011.0,2011.0,2013
Public Relations,23660962.0,USA,TX,2,1,2002.0,2007.0,2009
Software,2000000.0,SWE,27,1,1,2000.0,2007.0,2007
unknown,500000.0,USA,CA,1,1,2014.0,2015.0,2015
Apps,500000.0,BEL,11,3,1,2010.0,2014.0,2015
Apps,1000.0,,,1,1,2014.0,2014.0,2014
Analytics,2261000.0,USA,WA,3,1,2012.0,2013.0,2015
Android,6250000.0,USA,CA,2,1,2012.0,2012.0,2013
Software,4500000.0,USA,CA,2,1,2012.0,2014.0,2015
Advertising,2000000.0,USA,GA,1,1,2001.0,2004.0,2004
Crowdfunding,165000.0,USA,NC,2,1,2014.0,2014.0,2015
Android,54659.2597402597,CAN,QC,2,1,2010.0,2010.0,2012
Ad Targeting,3735292.0,,,1,1,2011.0,2011.0,2011
Advertising,1400000.0,ISR,5,1,1,2012.0,2014.0,2014
Enterprise Software,225000.0,USA,FL,1,1,2009.0,2013.0,2013
Advertising,10000.0,USA,CA,1,1,2013.0,2013.0,2013
Curated Web,2725000.0,USA,NY,5,1,2011.0,2012.0,2014
Apps,2000000.0,ITA,9,1,1,2010.0,2013.0,2013
Apps,500000.0,HKG,,2,1,2013.0,2013.0,2014
Apps,2000000.0,DEU,16,1,1,2011.0,2012.0,2012
Automotive,2000000.0,GBR,H9,1,1,2013.0,2015.0,2015
Analytics,2000000.0,USA,CA,2,1,2011.0,2011.0,2011
unknown,2000000.0,USA,FL,1,0,2015.0,2015.0,2015
Accounting,100000.0,USA,CA,1,1,2012.0,2014.0,2014
Cloud Computing,3000000.0,USA,MA,1,1,2009.0,2014.0,2014
Apps,54857.2431675304,BGR,42,1,1,2014.0,2015.0,2015
unknown,8776639.0,USA,NJ,1,1,2010.0,2009.0,2009
Clean Energy,30000000.0,USA,FL,1,1,2004.0,2009.0,2009
Biotechnology,93423231.0,USA,PA,8,1,2003.0,2007.0,2015
Education,462157.0,ESP,29,1,1,2010.0,2014.0,2014
B2B,500000.0,USA,NY,1,1,2014.0,2014.0,2014
All Students,15000000.0,USA,VA,1,0,2010.0,2008.0,2008
Software,700000.0,USA,VT,1,1,2008.0,2011.0,2011
Information Technology,1950000.0,USA,CA,3,1,2014.0,2015.0,2015
Health Care,2000000.0,CHN,22,1,1,2010.0,2012.0,2012
Health and Insurance,75709.0,CAN,ON,1,1,2010.0,2010.0,2010
unknown,2000000.0,,,1,1,2010.0,2000.0,2000
Medical Devices,6800000.0,USA,TX,1,1,1998.0,2006.0,2006
Enterprise Software,14500000.0,USA,IN,1,1,1998.0,2005.0,2005
Software,43901134.0,USA,MA,7,1,2003.0,2005.0,2015
Software,16100000.0,USA,CA,2,1,1993.0,2002.0,2006
Hardware + Software,33000000.0,USA,DC,3,1,2006.0,2006.0,2008
Developer APIs,20159162.0,USA,AZ,2,1,1999.0,2011.0,2014
Medical,2000000.0,USA,MA,1,1,2013.0,2014.0,2014
All Students,20000.0,USA,OH,1,1,2013.0,2013.0,2013
Analytics,1875000.0,USA,CA,1,1,2013.0,2014.0,2014
Curated Web,2000000.0,BRA,18,1,1,2011.0,2011.0,2011
Dental,607638.0,DNK,17,1,1,2010.0,2012.0,2012
B2B,400000.0,USA,MN,1,1,2013.0,2014.0,2014
Clean Technology,70500000.0,,,1,1,2010.0,2009.0,2009
Real Estate,2000000.0,USA,GA,1,1,2011.0,2011.0,2011
Advertising,22800000.0,USA,CA,4,1,2010.0,2010.0,2015
Biotechnology,1000000.0,USA,TX,2,1,2010.0,2014.0,2014
Agriculture,1117139.0,USA,MO,4,1,2011.0,2012.0,2015
SaaS,2000000.0,,,1,1,2011.0,2012.0,2012
Mobile,2000000.0,GBR,H9,1,1,2009.0,2009.0,2009
App Marketing,1200000.0,USA,NY,1,1,2010.0,2010.0,2010
Web Hosting,11200000.0,GBR,E6,1,1,1989.0,2014.0,2014
Consumer Electronics,2000000.0,USA,OH,1,1,2006.0,2014.0,2014
Consulting,2000000.0,IND,13,1,1,2014.0,2014.0,2014
Biotechnology,54000000.0,USA,CA,2,0,2010.0,2007.0,2008
Health and Wellness,2000000.0,USA,MO,1,1,2002.0,2005.0,2005
Biotechnology,4576452.80863892,GBR,H9,2,1,2013.0,2014.0,2015
Business Services,40000.0,HKG,,1,0,2011.0,2011.0,2011
Biotechnology,41250.0,GBR,C3,1,1,2010.0,2014.0,2014
Biotechnology,170466.0,USA,NJ,1,1,2010.0,2011.0,2011
Biotechnology,3000000.0,USA,TX,1,1,2010.0,2015.0,2015
Cloud Computing,13292327.0,USA,CA,2,1,2007.0,2009.0,2009
Mobile,23000000.0,USA,VA,1,1,1988.0,2007.0,2007
Design,2000000.0,USA,NY,1,1,2012.0,2014.0,2014
Messaging,5000000.0,USA,VA,1,1,2010.0,2006.0,2006
Automotive,56300000.0,USA,CA,4,0,2003.0,2007.0,2011
Enterprise Software,120000.0,USA,CA,2,1,2013.0,2014.0,2014
unknown,2000000.0,,,1,0,2010.0,2014.0,2014
Analytics,1200000.0,USA,GA,2,1,2011.0,2012.0,2012
Health Care,2750000.0,USA,IL,1,1,2010.0,2015.0,2015
SaaS,1000000.0,USA,FL,2,1,2011.0,2011.0,2012
Medical,1000000.0,,,1,0,2010.0,2013.0,2013
Biotechnology,5660000.0,USA,VA,1,1,1983.0,2012.0,2012
Cloud Computing,10375000.0,USA,CO,3,1,2012.0,2014.0,2015
Mobile,909161.0,PRT,14,1,1,2011.0,2013.0,2013
Manufacturing,2000000.0,USA,CA,1,1,2008.0,2014.0,2014
CRM,186000000.0,USA,CA,3,1,2006.0,2013.0,2015
Advertising,4600000.0,USA,CA,2,1,2007.0,2007.0,2009
Health Care,40000000.0,USA,CA,2,1,2002.0,2010.0,2012
Clean Technology,2000000.0,USA,CA,1,0,2009.0,2009.0,2009
Analytics,359742.0,USA,KS,1,1,1999.0,2009.0,2009
Apps,116000000.0,CHN,22,2,1,2014.0,2014.0,2015
Enterprise Application,400000.0,SGP,,1,1,2014.0,2014.0,2014
Clean Technology,14000000.0,NLD,7,1,1,1999.0,2007.0,2007
Energy Management,36100000.0,USA,CA,1,1,2010.0,2000.0,2000
Marketplaces,45259000.0,USA,UT,1,1,2006.0,2011.0,2011
Software,28612936.0,USA,VA,3,1,2010.0,2014.0,2015
Real Estate,2000000.0,EGY,11,1,1,2010.0,2011.0,2011
Biotechnology,2000000.0,GBR,C3,2,1,2012.0,2013.0,2015
Technology,850000.0,USA,CA,1,1,2010.0,2014.0,2014
Clean Technology,3180659.0,,,1,1,2010.0,2010.0,2010
Clean Technology,100000.0,USA,NM,1,1,2010.0,2010.0,2010
Hospitality,40000.0,USA,CA,1,1,2011.0,2014.0,2014
Clean Technology,3000000.0,CAN,AB,1,1,2010.0,2014.0,2014
Health and Wellness,785000.0,USA,NY,1,1,2009.0,2010.0,2010
Biotechnology,8899100.0,FRA,A7,1,1,2010.0,2010.0,2010
Clean Technology,735000.0,USA,MA,1,1,2010.0,2010.0,2010
Aquaculture,2000000.0,USA,SD,1,1,2008.0,2009.0,2009
Manufacturing,2000000.0,USA,OH,3,1,1999.0,2006.0,2011
Biotechnology,13000000.0,USA,MA,2,1,2010.0,2014.0,2015
Manufacturing,150000.0,USA,CA,1,1,2009.0,2011.0,2011
Software,1770000.0,FRA,A9,1,1,2006.0,2009.0,2009
Clean Technology,2000000.0,USA,CA,1,1,2010.0,2009.0,2009
Hospitality,20000000.0,USA,CA,2,1,2010.0,2011.0,2015
Design,2000000.0,,,1,1,2010.0,2014.0,2014
Clean Technology,13000000.0,USA,CA,1,1,2010.0,2015.0,2015
Clean Technology,28306478.0,GBR,U8,2,1,2010.0,2010.0,2011
Water,2000000.0,FIN,8,4,1,2010.0,2014.0,2014
Mobile,4270000.0,ESP,29,1,1,2006.0,2007.0,2007
Clean Technology,3907466.0,USA,WI,4,1,2006.0,2011.0,2015
Semiconductors,190624633.0,USA,CA,8,1,2004.0,2005.0,2015
Hospitality,2000000.0,USA,FL,1,1,2008.0,2013.0,2013
Biotechnology,16226758.0781003,GBR,,3,0,2000.0,2005.0,2010
Clean Technology,6760000.0,DNK,17,1,1,2010.0,2007.0,2007
Public Relations,29567009.0,FRA,A8,2,1,1987.0,1999.0,2000
Biotechnology,2000000.0,USA,NY,1,1,2012.0,2014.0,2014
Clean Technology,2000000.0,USA,NH,1,1,2014.0,2014.0,2014
Biotechnology,327260.0,USA,IL,1,1,2013.0,2013.0,2013
Energy,2500000.0,,,1,1,2014.0,2015.0,2015
Clean Technology,2200000.0,ISR,2,1,1,2009.0,2015.0,2015
Clean Technology,8180000.0,AUS,5,3,1,1998.0,2007.0,2014
Analytics,2000000.0,CAN,BC,1,1,2010.0,2010.0,2010
unknown,2000000.0,USA,NJ,1,1,2010.0,2015.0,2015
Service Providers,30000000.0,USA,FL,1,1,2010.0,2015.0,2015
Biotechnology,329982.0,USA,NY,1,1,2010.0,2012.0,2012
Biotechnology,3712304.0,USA,WA,1,1,2010.0,2015.0,2015
Biotechnology,200000.0,USA,CO,1,1,2005.0,2009.0,2009
